,Batch_Num,Metric1,Thickness1,Thickness2,Metric2,Metric3,Metric4,Metric5,Metric6,Yield1,Width1,Length1,Metric7,Metric8,Metric9,Yield2,Width2,Length2,Metric10
1226,1227,2957.77,2555.41,2199.6556,1140.3983,1.3369,103.0967,0.1227,1.4052,0.9614,201.3864,73.5222,11.0475,415.223,9.7901,0.9674,191.5963,64.7177,12.6278
1227,1228,3057.45,2457.42,2173.4889,1145.797,0.9402,104.0556,0.1247,1.4827,0.9685,201.0664,71.4889,8.6579,411.8199,9.714,0.976,191.3524,63.9719,12.4647
1228,1229,2908.28,2502.09,2198.8556,1031.1917,1.3204,102.7622,0.1235,1.5361,0.9646,199.0472,70.0444,4.4051,411.0769,9.0454,0.968,190.0018,64.054,12.5847
1229,1230,2979.32,2493.34,2226.4667,1591.2235,2.1717,90.3111,0.1219,1.3401,0.9738,198.8296,68.0778,6.4183,415.9092,10.0077,0.9786,188.8219,64.2307,12.6149
1230,1231,3045.98,2544.85,2253.3444,1873.8678,1.1691,94.9722,0.121,1.4752,0.9693,199.1514,72.4667,7.9279,417.7075,9.248,0.9716,189.9033,63.9952,12.5847
1231,1232,3151.98,2563.75,2175.2556,1022.166,1.2833,100.6222,0.125,1.4536,0.9529,196.3828,75.9667,6.1055,418.3141,9.8614,0.9665,186.5214,64.5182,12.499
1232,1233,3071.18,2489.86,2195.3,1151.8233,0.922,103.5467,0.1232,1.4826,0.9748,198.6133,67.1667,9.4857,420.5403,10.2239,0.9813,188.3894,64.0021,12.5218
1233,1234,2958.46,2523.78,2171.8556,1156.6018,1.4025,100.1367,0.1243,1.4645,0.9602,203.1676,68.4556,5.9659,423.0524,9.2754,0.9669,193.8922,64.5666,12.6278
1234,1235,3196.21,2413.39,2255.5222,1763.0739,1.2226,101.5878,0.12,1.4845,0.9683,199.1038,69.5333,8.4018,409.0294,9.5497,0.9735,189.5541,63.8972,12.6278
1235,1236,3005.64,2522.4,2173.4889,1145.797,0.9402,104.0556,0.1247,1.4441,0.9663,203.4856,74.5444,5.0482,398.1175,10.0642,0.9701,193.4214,64.3027,12.6198
1236,1237,3016.93,2547.2,2173.4889,1145.797,0.9402,104.0556,0.1247,1.4827,0.9669,197.6899,70.9556,4.9494,401.8828,9.9762,0.9718,187.7138,64.2946,12.4614
1237,1238,3013.73,2567.76,2172.8111,969.3436,1.2736,102.7367,0.1243,1.4889,0.9627,201.0024,67.0222,6.5794,407.0762,9.0037,0.9671,191.9988,63.9602,12.4694
1238,1239,3060.0,2571.41,2199.6556,1140.3983,1.3369,103.0967,0.1227,1.43,0.9594,202.5304,71.8778,10.2424,420.4031,9.8275,0.9658,192.7029,63.9719,12.6198
1239,1240,2937.77,2532.3,2198.8556,1031.1917,1.3204,102.7622,0.1235,1.4294,0.9607,198.813,76.3333,7.6207,414.7289,10.0554,0.9694,188.7576,64.8052,12.5847
1240,1241,2976.56,2506.21,2255.5222,1763.0739,1.2226,101.5878,0.12,1.4956,0.9751,203.3227,68.2,6.0322,419.1147,10.0079,0.9781,193.3148,64.3519,12.5276
1241,1242,2871.62,2530.11,2175.2556,1022.166,1.2833,100.6222,0.125,1.4679,0.963,204.4147,70.5556,6.8612,418.7384,10.4049,0.9752,194.0098,64.4245,12.4845
1242,1243,3181.59,2512.77,2171.8556,1156.6018,1.4025,100.1367,0.1243,1.4496,0.9544,202.1452,68.0778,9.1265,412.6262,9.9153,0.9685,192.2299,64.0283,12.4694
1243,1244,3028.5,2486.53,2236.1111,1546.5931,2.03,90.4233,0.1224,1.4051,0.9639,198.1554,73.6667,8.9074,401.3528,9.9038,0.9712,188.2516,64.6693,12.6278
1244,1245,3011.82,2446.49,2164.3666,958.7313,1.3409,104.1344,0.1248,1.4018,0.9607,199.5437,69.0667,12.4204,412.72,9.9515,0.9685,189.5922,64.0021,12.4018
1245,1246,3022.33,2357.09,2221.3667,2490.6947,1.2667,88.6578,0.122,1.3439,0.9786,198.8501,69.9333,5.8585,400.4448,9.7233,0.9814,189.1268,63.9952,12.5027
1246,1247,2929.54,2501.54,2173.2778,1116.295,0.8525,103.82,0.1237,1.4115,0.9665,201.0047,71.8333,4.7431,396.5091,10.0501,0.9713,190.9546,63.9952,12.3535
1247,1248,3118.54,2519.92,2201.6333,1554.3362,2.1917,97.3978,0.1233,1.5492,0.9728,197.5059,68.4333,6.4474,400.173,10.4739,0.9795,187.0321,64.3577,12.4933
1248,1249,2916.18,2514.38,2167.0889,1253.214,1.3679,101.6667,0.1243,1.463,0.9757,201.9162,73.6889,6.5963,403.0856,9.9142,0.9779,192.0019,64.3522,12.5808
1249,1250,2995.33,2405.19,2199.6556,1140.3983,1.3369,103.0967,0.1227,1.3823,0.9797,198.9791,72.3778,5.7562,408.9995,9.6661,0.9819,189.313,63.9952,12.6149
1250,1251,3185.69,2537.68,2173.2778,1116.295,0.8525,103.82,0.1237,1.4653,0.9772,202.6309,68.7222,5.5141,409.5385,9.9374,0.9791,192.6935,64.0533,12.5276
1251,1252,2971.64,2525.84,2236.1111,1546.5931,2.03,90.4233,0.1224,1.3453,0.9725,198.3725,70.1667,10.9736,400.222,9.9426,0.977,188.4299,64.0518,12.6149
1252,1253,2958.99,2459.56,2191.8445,1093.0818,0.8725,101.4244,0.1229,1.4346,0.9696,202.1511,73.2778,9.0629,396.9192,9.6623,0.9698,192.4888,76.4763,12.6278
1253,1254,3028.08,2525.56,2173.2778,1116.295,0.8525,103.82,0.1237,1.3697,0.9694,198.7938,68.4333,11.7457,410.9405,9.4578,0.971,189.33599999999998,64.0518,12.5967
1254,1255,2988.41,2598.77,2173.2778,1116.295,0.8525,103.82,0.1237,1.3858,0.9668,202.0977,67.8,9.8935,401.2945,9.4463,0.9671,192.6515,64.0021,12.4729
1255,1256,2970.86,2510.19,2236.1111,1546.5931,2.03,90.4233,0.1224,1.3582,0.9628,199.4587,70.8444,9.8188,404.3574,9.9355,0.9701,189.5231,64.0033,12.5967
1256,1257,2914.04,2487.1,2238.1444,1580.6951,1.0062,91.0489,0.12300000000000001,1.4778,0.9641,201.5556,68.2444,5.9385,399.996,9.9364,0.9693,191.6192,64.0865,12.4647
1257,1258,2889.78,2434.42,2211.4,1511.7842,1.3004,97.47,0.1237,1.4596,0.9686,198.08700000000002,70.0222,6.8766,412.5097,9.8516,0.973,188.2354,64.0518,12.3535
1258,1259,3133.75,2673.38,2173.2778,1116.295,0.8525,103.82,0.1237,1.3956,0.9646,202.5238,72.0111,5.7745,410.7145,10.086,0.9699,192.4377,64.6693,12.4455
1259,1260,3190.78,2424.11,2191.2111,1437.5003,2.2073,97.6444,0.1235,1.3873,0.9758,199.4115,70.2556,6.7134,418.75800000000004,10.0656,0.9769,189.3459,63.9938,12.4933
1260,1261,2953.63,2384.04,2191.2111,1437.5003,2.2073,97.6444,0.1235,1.3584,0.9752,199.4944,67.4222,6.7114,419.9051,10.0426,0.9767,189.4517,63.9938,12.4933
1261,1262,3182.87,2467.44,2162.1333,998.9095,0.8826,104.9722,0.1246,1.4248,0.9773,201.8366,74.6556,12.3771,412.0583,9.4151,0.9777,192.4215,64.1009,12.6122
1262,1263,2982.67,2541.55,2173.4889,1145.797,0.9402,104.0556,0.1247,1.3762,0.9792,197.9422,73.9,9.0685,397.0925,9.5181,0.9787,188.4241,64.3121,12.5718
1263,1264,2983.73,2459.87,2162.1333,998.9095,0.8826,104.9722,0.1246,1.3897,0.9635,202.3476,71.6,5.7019,420.2199,9.9792,0.97,192.3685,63.7914,12.498
1264,1265,3110.08,2507.57,2208.9778,1285.2144,2.421,97.84,0.1238,1.3857,0.9618,198.9654,68.0,5.8801,411.6597,10.308,0.9732,188.6574,64.0409,12.5204
1265,1266,3028.4,2485.82,2173.4889,1145.797,0.9402,104.0556,0.1247,1.3089,0.9774,197.7262,67.9222,9.9245,403.3962,9.9392,0.9794,187.787,64.0533,12.5276
1266,1267,2987.39,2548.79,2173.2778,1116.295,0.8525,103.82,0.1237,1.4352,0.9645,203.0811,70.1778,4.9651,398.8057,9.9967,0.9701,193.0844,64.1619,12.3535
1267,1268,3225.54,2500.38,2211.4,1511.7842,1.3004,97.47,0.1237,1.3671,0.9638,197.6525,68.5889,11.9039,404.9175,9.9475,0.9707,187.7049,63.9719,12.4018
1268,1269,3033.78,2412.91,2226.4667,1591.2235,2.1717,90.3111,0.1219,1.5132,0.9773,197.4805,72.9667,9.4057,401.848,9.5119,0.9768,187.9686,64.7177,12.5718
1269,1270,3036.15,2477.25,2208.9778,1285.2144,2.421,97.84,0.1238,1.4953,0.9684,195.9529,68.7111,10.3421,411.839,9.5345,0.9752,186.4184,63.9938,12.4276
1270,1271,3062.36,2396.64,2173.2778,1116.295,0.8525,103.82,0.1237,1.4028,0.9679,199.123,72.7556,5.4697,402.7866,10.1365,0.9695,188.9865,64.6693,12.4647
1271,1272,3024.55,2423.98,2255.5222,1763.0739,1.2226,101.5878,0.12,1.5666,0.9653,202.5108,70.5333,4.7099,389.4671,9.7392,0.9676,192.7716,64.054,12.4694
1272,1273,2831.18,2579.49,2200.1222,1478.2288,2.2079,97.7778,0.1233,1.5030000000000001,0.9761,197.8782,67.6889,4.7662,409.3016,10.0658,0.9799,187.8124,64.1879,12.5294
1273,1274,3043.08,2484.43,2209.8,1175.5508,1.1464,112.1367,0.1227,1.4639,0.9596,202.3047,69.4222,7.9638,403.9927,9.8134,0.9676,192.4913,64.2525,12.5004
1274,1275,3021.37,2523.94,2209.1,1244.9641,1.3724,107.3156,0.1238,1.4794,0.9559,198.2084,67.5556,8.5854,403.8911,9.6667,0.9608,188.5417,64.3577,12.4245
1275,1276,3040.17,2582.12,2209.8,1175.5508,1.1464,112.1367,0.1227,1.4732,0.9727,202.7681,68.0,10.333,406.8952,9.8427,0.9772,192.9254,64.2525,12.5592
1276,1277,2999.28,2517.11,2209.1,1244.9641,1.3724,107.3156,0.1238,1.4711,0.9667,198.7356,70.2333,10.7032,410.9834,9.738,0.9695,188.9975,64.2525,12.5004
1277,1278,3092.74,2524.88,2209.8,1175.5508,1.1464,112.1367,0.1227,1.4204,0.9628,203.4661,70.4222,8.2899,405.4749,9.7831,0.9697,193.683,64.2525,12.5004
1278,1279,3083.67,2465.32,2191.8445,1093.0818,0.8725,101.4244,0.1229,1.5456,0.9594,202.7898,74.7111,4.4773,418.7175,10.3182,0.9736,192.4716,64.5884,12.499
1279,1280,2983.17,2488.94,2208.9778,1285.2144,2.421,97.84,0.1238,1.4617,0.9629,198.4959,68.6111,7.2314,411.5534,10.2112,0.9706,188.2847,64.0533,12.4455
1280,1281,3057.69,2464.86,2164.2667,711.0258,1.2884,129.2522,0.1252,1.3578,0.973,197.8748,69.4111,6.0626,415.4815,10.0453,0.9801,187.8295,64.2946,12.5276
1281,1282,2961.37,2497.33,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.5958,0.9618,199.0591,69.5222,3.1045,406.7501,9.799,0.9688,189.2601,64.0033,12.6278
1282,1283,2927.71,2525.39,2199.6556,1140.3983,1.3369,103.0967,0.1227,1.4052,0.9761,199.6863,74.0889,5.2695,414.1132,9.9273,0.9798,189.75900000000001,64.3522,12.5808
1283,1284,2865.0,2538.76,2197.2001,1710.2779999999998,2.2328,96.6233,0.1229,1.3943,0.9653,200.3689,69.3778,7.3574,410.316,9.7594,0.9712,190.6095,64.2946,12.5967
1284,1285,3050.96,2576.98,2206.7999,1415.2378,0.9778,97.3911,0.122,1.4544,0.9641,200.2759,72.2778,12.3758,419.3586,10.0759,0.9735,190.2,64.0553,12.4357
1285,1286,2999.19,2429.47,2200.1222,1478.2288,2.2079,97.7778,0.1233,1.4915,0.9621,197.7843,71.1,4.3205,404.0777,10.0493,0.9704,187.7349,64.4245,12.7739
1286,1287,3040.48,2486.23,2191.6445,1215.849,1.6211,96.4644,0.1239,1.4133,0.9731,199.1695,68.7889,9.3792,413.1147,10.1402,0.9799,189.0293,64.2376,12.5492
1287,1288,3007.39,2504.01,2209.8,1175.5508,1.1464,112.1367,0.1227,1.5456,0.9664,202.6079,68.8556,9.9345,407.3567,9.6269,0.9688,192.981,64.2525,12.5004
1288,1289,3018.78,2520.88,2202.4556,1199.9759,2.5874,110.9933,0.1229,1.524,0.9632,199.6372,66.2889,11.0959,422.0823,10.1418,0.9742,189.4954,64.2525,12.5004
1289,1290,2939.94,2485.47,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.5036,0.9634,200.2828,70.3889,12.0825,413.7381,10.1755,0.9729,190.1073,63.9146,12.6198
1290,1291,2971.13,2493.56,2202.4556,1199.9759,2.5874,110.9933,0.1229,1.4711,0.9628,199.9373,70.4667,9.9958,411.2799,10.2248,0.9742,189.7125,64.2525,12.5004
1291,1292,2889.7,2583.05,2202.4556,1199.9759,2.5874,110.9933,0.1229,1.6147,0.9603,199.9366,72.5556,8.9403,406.3012,10.2047,0.9727,189.7319,64.0218,12.5004
1292,1293,3202.9,2551.06,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.5305,0.975,199.4729,68.1333,4.227,411.7083,9.7734,0.9783,189.6994,64.1619,12.6149
1293,1294,3154.54,2450.89,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.3979,0.9756,199.9283,71.1,6.2035,411.8003,9.7715,0.9788,190.1568,64.3577,12.7051
1294,1295,3020.7,2563.19,2164.2667,711.0258,1.2884,129.2522,0.1252,1.3571,0.9805,198.8838,74.3111,7.7410000000000005,423.9069,10.1475,0.9821,188.7363,64.6358,12.6149
1295,1296,3089.26,2414.63,2209.8,1175.5508,1.1464,112.1367,0.1227,1.3557,0.9616,201.7637,76.2333,8.2116,419.7051,9.7254,0.9693,192.0383,64.7823,12.5847
1296,1297,2951.06,2503.18,2228.4778,1721.1108,1.4301,93.6222,0.1221,1.3841,0.9674,198.8274,69.9556,6.3494,415.5986,9.8259,0.9735,189.0015,64.0033,12.5967
1297,1298,3006.75,2415.79,2206.7999,1415.2378,0.9778,97.3911,0.122,1.4477,0.9669,199.0776,67.9889,6.2294,408.5143,9.7403,0.9726,189.3372,64.0533,12.4694
1298,1299,3054.01,2537.39,2209.1,1244.9641,1.3724,107.3156,0.1238,1.5418,0.9762,197.9401,69.6222,9.918,408.6845,9.6853,0.9768,188.2548,64.0518,12.5492
1299,1300,2982.27,2449.21,2164.2667,711.0258,1.2884,129.2522,0.1252,1.3642,0.9622,202.6578,69.2889,5.3617,410.6106,10.0607,0.9703,192.5971,63.9146,12.4455
1300,1301,2851.68,2503.48,2162.1333,998.9095,0.8826,104.9722,0.1246,1.5095,0.9728,199.3982,68.3667,9.0636,412.9599,9.9111,0.9767,189.4871,64.2307,12.4992
1301,1302,2870.13,2563.64,2209.1,1244.9641,1.3724,107.3156,0.1238,1.5761,0.9677,200.1536,68.5667,6.9525,405.56,10.0076,0.9737,190.146,64.2946,12.5439
1302,1303,3054.34,2473.14,2162.1333,998.9095,0.8826,104.9722,0.1246,1.3464,0.9681,199.9644,65.0889,9.9062,418.3587,9.9217,0.973,190.0427,64.0283,12.4992
1303,1304,2848.46,2588.74,2164.3666,958.7313,1.3409,104.1344,0.1248,1.5559,0.978,198.5676,66.0111,4.802,412.7689,10.1278,0.9781,188.4398,64.3975,12.4716
1305,1306,3011.77,2462.34,2211.4,1511.7842,1.3004,97.47,0.1237,1.3984,0.9669,197.7569,67.1444,4.7356,397.101,9.953,0.9718,187.8039,63.9602,12.3841
1306,1307,2941.26,2532.78,2209.1,1244.9641,1.3724,107.3156,0.1238,1.4745,0.9697,203.4507,69.2667,8.4701,408.6597,9.9879,0.9744,193.4628,64.0409,12.5204
1307,1308,3045.07,2414.43,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.4317,0.966,201.0823,70.3667,13.0658,414.4153,9.4762,0.9675,191.6062,64.2376,9.8773
1308,1309,3282.87,2419.55,2189.6778,1295.2883,2.1394,107.4811,0.1238,1.5675,0.9416,202.2826,71.1556,7.8755,410.7484,9.6004,0.9482,192.6822,64.0553,12.4245
1309,1310,3014.85,2453.45,2189.6778,1295.2883,2.1394,107.4811,0.1238,1.4214,0.9718,200.8429,73.1444,6.87,400.3847,9.975,0.976,190.8679,64.0188,12.5204
1310,1311,2918.56,2568.55,2189.6778,1295.2883,2.1394,107.4811,0.1238,1.5290000000000001,0.9690000000000001,203.1072,68.6222,10.2441,405.5495,9.6825,0.9696,193.4247,64.2946,12.5237
1311,1312,2908.11,2535.93,2208.9,934.7558,1.9469,119.3544,0.1222,1.3636,0.9731,198.5354,70.5778,11.1285,408.5619,10.1229,0.98,188.4124,64.0518,12.6145
1312,1313,2986.79,2527.32,2189.6778,1295.2883,2.1394,107.4811,0.1238,1.4418,0.9683,202.2717,69.0111,12.2063,416.2901,9.6721,0.9693,192.5996,63.9938,12.5243
1313,1314,3339.93,2839.46,2189.6778,1295.2883,2.1394,107.4811,0.1238,1.5029,0.9637,203.6226,70.6778,8.869,419.6149,9.6372,0.9659,193.9854,64.0553,12.4455
1314,1315,3038.53,2474.55,2205.2555,1412.7131,0.9785,95.2556,0.1216,1.4245,0.9672,196.3934,69.0333,8.6325,423.931,9.9104,0.9732,186.483,64.0409,9.8773
1315,1316,2942.21,2459.02,2210.8556,1665.0062,2.4475,97.1056,0.1227,1.5257,0.9735,203.3852,70.5333,8.0673,408.5924,9.5209,0.9749,193.8643,64.3975,12.5039
1316,1317,2974.65,2545.4,2210.8556,1665.0062,2.4475,97.1056,0.1227,1.5986,0.9484,202.459,67.8556,8.5997,404.9947,9.5597,0.9539,192.8993,64.2307,12.4361
1317,1318,2992.34,2512.63,2236.1111,1546.5931,2.03,90.4233,0.1224,1.4564,0.9574,202.4944,72.8556,10.4259,416.1481,10.2424,0.9706,192.2521,64.6693,12.6278
1318,1319,3212.7,2472.92,2210.8556,1665.0062,2.4475,97.1056,0.1227,1.5757,0.9741,202.928,68.6111,9.4855,420.1899,9.5272,0.9753,193.4008,64.2307,12.5039
1319,1320,2912.24,2438.17,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.4656,0.9647,199.7777,71.7889,3.5814,405.4611,9.8327,0.9713,189.945,63.9818,9.8773
1321,1322,2907.65,2516.34,2208.9,934.7558,1.9469,119.3544,0.1222,1.6193,0.9558,201.5794,73.0778,7.9645,409.0983,10.2286,0.9695,191.3508,64.0411,12.4455
1322,1323,2965.41,2577.39,2210.8556,1665.0062,2.4475,97.1056,0.1227,1.548,0.9717,195.9429,73.1222,8.7587,415.8832,9.8053,0.976,186.1376,64.3522,12.7051
1323,1324,3023.56,2555.88,2205.2555,1412.7131,0.9785,95.2556,0.1216,1.5407,0.9465,196.7655,71.0889,8.5741,415.5115,9.743,0.9578,187.0225,64.0409,12.4361
1324,1325,3224.1,2410.53,2208.9778,1285.2144,2.421,97.84,0.1238,1.4115,0.9571,197.0336,75.2333,5.8563,421.1243,10.1587,0.9657,186.8749,64.7846,12.6149
1325,1326,3193.53,2587.86,2162.1333,998.9095,0.8826,104.9722,0.1246,1.4609999999999999,0.9746,202.4111,70.6667,5.6064,412.9307,9.9604,0.978,192.4507,64.1619,12.5294
1326,1327,3033.52,2461.08,2203.1667,1312.9527,0.9448,96.3311,0.1227,1.4323,0.9673,199.0742,70.9444,8.0052,406.5169,9.9738,0.97,189.1004,64.0518,12.5204
1327,1328,3188.42,2565.93,2208.9,934.7558,1.9469,119.3544,0.1222,1.4984,0.9655,201.6518,69.9556,13.1133,419.4913,9.6309,0.9669,192.0209,64.0553,12.4614
1328,1329,3177.96,2369.84,2162.1333,998.9095,0.8826,104.9722,0.1246,1.3719,0.9753,200.9239,71.0667,6.0388,410.3935,9.8665,0.9786,191.0574,64.1619,12.5276
1329,1330,3266.55,2425.3,2211.4,1511.7842,1.3004,97.47,0.1237,1.4321,0.9697,193.2403,70.0778,9.4381,409.1402,9.7386,0.9739,183.5017,64.0553,12.3841
1330,1331,2996.01,2541.13,2205.2555,1412.7131,0.9785,95.2556,0.1216,1.5507,0.9726,195.2737,70.3556,8.8862,412.0421,9.7499,0.9767,185.5238,64.2376,12.5492
1331,1332,3001.56,2506.62,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.4004,0.9675,200.0484,69.0333,9.5368,420.4215,9.9325,0.9731,190.1158,63.9818,9.8773
1332,1333,3045.48,2408.85,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.3838,0.9726,198.9455,74.3778,8.3054,412.2097,9.9632,0.9773,188.9823,64.7823,12.5204
1333,1334,2971.75,2566.3,2206.4,982.5452,1.1853,116.8167,0.1228,1.584,0.9763,199.6054,72.3667,9.9972,420.8836,9.8721,0.9796,189.7334,64.331,12.5039
1334,1335,2983.98,2744.54,2212.3,1807.5841,0.9816,92.37,0.1212,1.3909,0.9782,199.0477,72.0444,10.5207,421.4226,10.0036,0.9812,189.0441,64.2677,12.5294
1335,1336,3039.64,2529.79,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.5576,0.9772,203.5591,74.8556,8.7182,414.2112,9.8497,0.9771,193.7094,64.6358,12.5165
1336,1337,2908.47,2551.78,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.5714,0.9777,198.2412,74.9222,6.7802,404.75300000000004,9.7751,0.9789,188.46599999999998,64.8393,12.5722
1337,1338,2915.54,2496.52,2210.8556,1665.0062,2.4475,97.1056,0.1227,1.5656,0.9771,203.0203,76.4889,9.9235,419.7956,9.8216,0.9772,193.1988,64.8393,12.5039
1338,1339,2997.45,2555.01,2206.4,982.5452,1.1853,116.8167,0.1228,1.4319,0.977,198.6422,74.0889,8.9192,417.5505,10.055,0.9801,188.5872,64.2547,12.6012
1339,1340,2990.85,2472.74,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.3533,0.9612,201.9929,74.9556,7.7739,401.5005,9.642000000000001,0.9712,192.3509,64.1009,12.4276
1340,1341,3029.98,2532.34,2206.4,982.5452,1.1853,116.8167,0.1228,1.5139,0.966,202.5718,74.6,7.9824,408.366,9.6658,0.9684,192.90599999999998,64.2547,12.5439
1341,1342,3033.51,2556.35,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.5119999999999998,0.9561,201.0549,67.6333,7.7847,405.2342,9.6481,0.9678,191.4068,63.9602,12.2747
1342,1343,3034.5,2406.11,2183.5889,1108.6491,1.3963,104.0856,0.1233,1.5171,0.9723,199.9541,70.5444,8.5012,411.1901,10.0882,0.9781,189.8659,64.1792,12.4804
1343,1344,3058.46,2467.73,2228.4778,1721.1108,1.4301,93.6222,0.1221,1.4854,0.9742,197.3004,70.0444,8.8398,408.1066,10.0823,0.9803,187.218,64.0533,12.5294
1344,1345,2964.69,2474.97,2212.3,1807.5841,0.9816,92.37,0.1212,1.4424,0.9776,198.9222,70.4,7.7344,405.8248,9.7899,0.9789,189.1323,64.2376,12.5492
1345,1346,2909.43,2534.49,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.3702,0.9747,201.0915,74.5333,7.0063,408.4523,9.9994,0.9778,191.0921,64.4522,12.5351
1346,1347,3014.42,2442.51,2212.3,1807.5841,0.9816,92.37,0.1212,1.4159,0.9711,202.1607,70.8778,8.2841,416.767,9.4764,0.9743,192.6844,64.054,12.7051
1347,1348,2997.84,2449.85,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.4931,0.9737,203.4768,72.8444,8.3756,412.8557,9.4928,0.9761,193.984,64.1054,12.5039
1348,1349,2873.83,2540.17,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.5267,0.9625,202.9662,67.9778,8.3567,407.1025,9.4661,0.9681,193.5001,64.2946,12.5439
1349,1350,3001.74,2446.55,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.3997,0.9746,199.5133,76.9333,12.2262,425.2795,9.8291,0.9782,189.6842,64.4464,12.6012
1350,1351,3057.49,2584.52,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.3219999999999998,0.9543,199.4882,75.8889,11.355,427.4985,9.7936,0.9636,189.6947,64.8393,12.3808
1351,1352,2910.77,2529.9,2212.3,1807.5841,0.9816,92.37,0.1212,1.5021,0.9746,202.2554,76.3778,8.4422,415.4115,9.7628,0.9751,192.4926,64.4522,12.6012
1352,1353,2985.31,2584.24,2209.6667,1586.6088,1.6782,89.7222,0.1213,1.4753,0.9589,198.3968,74.4444,11.4067,423.6798,9.8501,0.9670000000000001,188.5466,64.7823,12.2747
1353,1354,3020.62,2483.2,2206.4,982.5452,1.1853,116.8167,0.1228,1.3985,0.9756,199.3555,69.6667,7.4135,407.0664,9.7807,0.9766,189.5748,63.9818,12.6012
1354,1355,3019.44,2494.33,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.4001,0.9620000000000001,197.5841,68.4556,9.8643,424.6367,9.8657,0.9689,187.7183,63.9818,12.4363
1355,1356,3185.63,2386.26,2209.6667,1586.6088,1.6782,89.7222,0.1213,1.3601,0.9785,194.7158,76.6556,8.4588,413.0881,9.2607,0.9783,185.4552,64.8052,12.5078
1356,1357,3029.94,2517.44,2206.4,982.5452,1.1853,116.8167,0.1228,1.4148,0.9756,199.9404,69.0333,13.5128,423.6629,9.882,0.9791,190.0585,64.0409,12.5492
1357,1358,3117.3,2527.68,2212.3,1807.5841,0.9816,92.37,0.1212,1.3914,0.9637,201.9062,74.0778,7.6071,411.36699999999996,9.7217,0.9668,192.1845,64.2547,12.5439
1358,1359,3084.17,2451.85,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.5337,0.9740000000000001,198.7341,70.1889,7.4507,403.9663,10.1254,0.9778,188.6087,64.054,12.7051
1359,1360,3005.9,2534.68,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.5664,0.9585,198.9829,69.9556,10.3404,424.4315,9.8089,0.9668,189.174,64.1619,12.2747
1360,1361,3024.48,2538.13,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.4288,0.9595,199.2828,67.0889,10.8438,424.9858,9.7882,0.968,189.4946,64.0218,12.2937
1361,1362,2981.72,2580.44,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.4458,0.9665,194.0109,71.0,10.95,428.1874,9.2498,0.9686,184.7611,64.054,12.4363
1362,1363,3001.9,2465.51,2223.0444,1194.5986,1.2016,112.5811,0.1229,1.4201,0.9767,203.265,73.3667,10.2173,429.98199999999997,9.6149,0.9765,193.6501,64.2226,12.5165
1363,1364,3016.46,2559.42,2167.0889,1253.214,1.3679,101.6667,0.1243,1.4093,0.9612,203.3349,70.1556,9.1535,411.7288,9.4295,0.9706,193.9053,64.0033,12.5967
1364,1365,3163.86,2470.6,2211.4,1511.7842,1.3004,97.47,0.1237,1.4362,0.9648,197.9805,70.2556,10.3963,404.7285,9.9074,0.9696,188.0731,64.1792,12.4694
1365,1366,2988.39,2493.72,2206.4,982.5452,1.1853,116.8167,0.1228,1.5279,0.9672,199.9316,73.0778,9.7716,423.2861,9.9888,0.9731,189.9429,64.2547,12.4276
1366,1367,3013.32,2538.52,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.3717,0.9740000000000001,197.8315,75.5778,11.8035,414.0166,10.232999999999999,0.9807,187.5985,64.8052,12.5165
1367,1368,2886.03,2499.46,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.4685,0.9731,197.9636,74.9556,12.1794,422.9974,10.237,0.9802,187.7266,63.9313,12.6082
1368,1369,2916.12,2806.91,2231.0555,1303.5386,0.9751,95.7878,0.1198,1.4888,0.9685,203.5542,74.7,9.6107,409.2625,10.0962,0.9771,193.4579,64.2547,12.4933
1369,1370,3103.67,2424.95,2209.4667,1556.3929999999998,1.4884,95.1156,0.1206,1.4022,0.9698,198.5998,67.2,11.2707,423.3311,9.9772,0.9748,188.6226,64.0283,12.5237
1370,1371,3222.84,2508.03,2207.9555,1283.4368,1.8467,95.4022,0.1216,1.5111,0.9742,203.0182,76.3,12.1227,427.7493,9.3448,0.9763,193.6734,64.7823,12.6012
